set1_id,DataVizRoles_collapsed,JobTitle_cleaned__,YearsDataVizExperience_buckets,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,TimeWorked,TimeDataPrep,TimeDataAnalysis,TimeIdeating,TimeProducingViz,TimeManagingDataViz,TimeOtherVizTasks,OtherVizTasks__
PRvY,Freelance,Data Designer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,21–30 hours,21–30 hours,6–10 hours,5 hours or less,6–10 hours,[^not chosen],[^not chosen]
KCsz,Employee,Senior Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,21–30 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
Pens,Employee,Statistical Data Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,5 hours or less,21–30 hours,None,5 hours or less,5 hours or less,None,[^not chosen]
pWuo,EmployeeAND,"Systems Engineer, Senior",1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],21–30 hours,5 hours or less,21–30 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
BNAr,EmployeeANDFreelanceAND,Lead Analyst,6-10,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,21–30 hours,None,6–10 hours,None,None,[^not chosen]
WyEP,Employee,Research Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,More than 30 hours,21–30 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
eHpE,Employee,[^not answered],6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
PXhf,Employee,Director of Public Policy Studies and Data Analysis,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,11–20 hours,11–20 hours,11–20 hours,21–30 hours,None,[^not chosen]
kvCw,OtherCombo,Predoctoral researcher,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],61–70 hours,21–30 hours,11–20 hours,5 hours or less,21–30 hours,5 hours or less,[^not chosen],[^not chosen]
PxNf,EmployeeAND,logistic analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,None,11–20 hours,5 hours or less,None,[^not chosen]
Rjxa,Employee,Data Scientist,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,6–10 hours,11–20 hours,5 hours or less,5 hours or less,[^not answered]
iigZ,EmployeeANDFreelance,Senior Sales Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,11–20 hours,6–10 hours,5 hours or less,None,None,[^not chosen]
OqwY,EmployeeAND,Sr. Digital Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,None,11–20 hours,6–10 hours,6–10 hours,5 hours or less,None,[^not chosen]
VmkL,EmployeeANDFreelanceAND,Frontend Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,11–20 hours,5 hours or less,None,None,[^not chosen]
amjL,Employee,Enterprise Business Intelligence Manager,6-10,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,11–20 hours,5 hours or less,Training and people management
VdyS,Employee,Project coordinator,11-15,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Intergovernmental,31–40 hours,11–20 hours,11–20 hours,11–20 hours,11–20 hours,11–20 hours,[^not chosen],[^not chosen]
khLk,Freelance,CEO; Co-Founder,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],61–70 hours,11–20 hours,11–20 hours,None,11–20 hours,None,[^not chosen],[^not chosen]
DcAi,Employee,Business Intelligence Specialist,1-5,3,x,[^not chosen],x,x,[^not chosen],31–40 hours,5 hours or less,11–20 hours,5 hours or less,11–20 hours,6–10 hours,11–20 hours,Compiling reports; Presentations
hyYY,Employee,Epidemiologist,11-15,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,11–20 hours,None,5 hours or less,None,5 hours or less,Presenting data visualizations
SdnP,Employee,[^not answered],11-15,2,[^not chosen],[^not chosen],x,x,[^not chosen],More than 70 hours,21–30 hours,11–20 hours,5 hours or less,5 hours or less,11–20 hours,[^not chosen],[^not chosen]
ZGCZ,Employee,Research Associate,1-5,2,x,[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,11–20 hours,5 hours or less,11–20 hours,5 hours or less,None,[^not chosen]
nivv,Employee,Research & Evaluation Manager,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,11–20 hours,None,5 hours or less,None,[^not chosen],[^not chosen]
mjwu,EmployeeAND,Founder,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,21–30 hours,11–20 hours,11–20 hours,11–20 hours,More than 30 hours,6–10 hours,Data Engineering
Lzye,Employee,SR Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
UHrt,Employee,Biostatistician,6-10,2,x,[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
iabZ,EmployeeAND,Dean,11-15,2,x,[^not chosen],[^not chosen],x,[^not chosen],41–50 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,11–20 hours,None,[^not chosen]
XHAR,Employee,Senior Software Engineer,21-25,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
WQsa,Employee,Senior Innovation Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,6–10 hours,6–10 hours,None,None,[^not chosen]
fDQB,Employee,Business Intelligence Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
BmvF,Employee,Lead Business Intelligence Analyst,6-10,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,11–20 hours,None,11–20 hours,5 hours or less,5 hours or less,[^not answered]
sHzZ,Freelance,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],51–60 hours,5 hours or less,11–20 hours,5 hours or less,21–30 hours,11–20 hours,None,[^not chosen]
Gpnn,Employee,Business Manager,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,More than 30 hours,11–20 hours,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
XYqH,EmployeeANDFreelanceAND,Principal,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,5 hours or less,11–20 hours,None,6–10 hours,6–10 hours,[^not chosen],[^not chosen]
ZERO,Academic,Research Fellow,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,11–20 hours,None,5 hours or less,5 hours or less,None,[^not chosen]
vyJu,Employee,Research Scientist,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,6–10 hours,11–20 hours,None,None,[^not chosen]
WBdV,EmployeeANDFreelance,Director,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],21–30 hours,11–20 hours,11–20 hours,6–10 hours,6–10 hours,21–30 hours,None,[^not chosen]
tZvO,Employee,Director,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
LDNx,Student,PhD Student,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,6–10 hours,11–20 hours,None,11–20 hours,None,6–10 hours,writing documentation; reading academic papers; attending a conference; presenting research; transcribing user studies; debugging; deployment
aYVk,Employee,Sr Data Visualization Engineer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,11–20 hours,11–20 hours,More than 30 hours,11–20 hours,5 hours or less,[^not answered]
Vzsq,Freelance,Freelance,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,11–20 hours,None,11–20 hours,None,None,[^not chosen]
sRMX,Employee,Visualization developer,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,5 hours or less,11–20 hours,5 hours or less,[^not chosen],[^not chosen]
PzfR,FreelanceAND,PhD Student,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
NXtH,Academic,CEO,21-25,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],51–60 hours,5 hours or less,11–20 hours,5 hours or less,6–10 hours,None,11–20 hours,Producing presentations
Vwtj,Employee,Director - Data and Analytics,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
XKyu,Employee,Director Data Science and Data Visualization,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,11–20 hours,11–20 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,stakeholder expectations
SNwb,EmployeeAND,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,11–20 hours,11–20 hours,None,5 hours or less,None,None,[^not chosen]
dfut,Employee,Data Visualization Lead,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,6–10 hours,6–10 hours,11–20 hours,[^not chosen],[^not chosen]
TrVZ,Employee,Head of Commercial Data Strategy,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,11–20 hours,5 hours or less,[^not answered]
OsDa,Employee,Senior BI Analyst,1-5,2,[^not chosen],x,x,[^not chosen],[^not chosen],41–50 hours,6–10 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,None,[^not chosen]
SXiM,FreelanceAND,Independent Data Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,6–10 hours,11–20 hours,21–30 hours,21–30 hours,21–30 hours,[^not chosen],[^not chosen]
OieY,EmployeeAND,Qualitative Research Supervisor,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,11–20 hours,None,5 hours or less,None,None,[^not chosen]
Unfv,Employee,Data Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
HuVi,Student,Principal. Freelance Design Studio,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,11–20 hours,11–20 hours,6–10 hours,21–30 hours,6–10 hours,[^not chosen],[^not chosen]
ubLI,Employee,Data Journalist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,11–20 hours,5 hours or less,11–20 hours,5 hours or less,[^not chosen],[^not chosen]
wCAt,Employee,Senior Business Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,6–10 hours,11–20 hours,None,None,[^not chosen]
Tomy,Freelance,Data Visualization Expert,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,6–10 hours,11–20 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
ImoJ,Employee,Experience researcher,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,11–20 hours,5 hours or less,11–20 hours,None,5 hours or less,Prepping for data viz training
yTNp,Student,PhD Student,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],51–60 hours,More than 30 hours,11–20 hours,21–30 hours,More than 30 hours,6–10 hours,6–10 hours,Discuss with other coleagues
yLUm,Freelance,Engineer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,11–20 hours,11–20 hours,5 hours or less,11–20 hours,None,6–10 hours,Data preprocessing
Rqqq,Employee,"Senior Manager, Research & Evaluation",6-10,2,[^not chosen],[^not chosen],x,x,[^not chosen],31–40 hours,5 hours or less,11–20 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
OSIa,Employee,Senior Auditor,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],11–20 hours,None,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
ODTx,Hobbyist,Program Evaluator,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],51–60 hours,11–20 hours,11–20 hours,11–20 hours,21–30 hours,5 hours or less,[^not chosen],[^not chosen]
TfMV,Employee,Director of Data and Analysis,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,11–20 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
DOJp,Employee,Interactive Graphics Reporter,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],More than 70 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
tseg,Freelance,"Graphic, Information and Web Designer",1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,11–20 hours,11–20 hours,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
vvux,Employee,Data viz and tableau senior consultant,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,11–20 hours,21–30 hours,5 hours or less,5 hours or less,Pm; meetings;mock up for tenders
JGbb,Employee,Project Manager,Less than 1 year,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,21–30 hours,11–20 hours,6–10 hours,21–30 hours,5 hours or less,5 hours or less,[^not answered]
VFIq,Freelance,Curator,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,[^not chosen],[^not chosen],[^not chosen]
DJLd,EmployeeANDFreelanceAND,Infographics Designer,6-10,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,11–20 hours,6–10 hours,11–20 hours,[^not chosen],[^not chosen],[^not chosen]
NEIq,Employee,"Senior, Data Analyst.",16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,More than 30 hours,11–20 hours,5 hours or less,11–20 hours,6–10 hours,[^not chosen],[^not chosen]
yHQz,Employee,Business Data Analyst,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,11–20 hours,5 hours or less,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
TLQN,Hobbyist,Planner,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,11–20 hours,None,[^not chosen]
DEBu,EmployeeAND,Research Scientist,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
bomn,Employee,Senior Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,None,[^not chosen]
Judn,EmployeeANDFreelanceAND,[^not answered],1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,11–20 hours,None,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
plPe,Academic,Teacher,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,11–20 hours,11–20 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
XogB,Employee,Research and Evaluation Specialist,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,11–20 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
VPht,Employee,Analytics Assistant Manager,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
LKzK,Employee,Data Scientist,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
yeRx,Employee,Senior data visualization editor,21-25,4,x,x,x,x,[^not chosen],41–50 hours,5 hours or less,[^not chosen],11–20 hours,11–20 hours,5 hours or less,6–10 hours,stakeholder meetings; stakeholder communications
htJr,EmployeeANDFreelance,UX Designer,1-5,2,[^not chosen],x,[^not chosen],x,[^not chosen],[^not answered],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
Rllv,EmployeeAND,Data Consultant,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
